ID,goal,enddate,startdate,coinNum,teamSize,country_region,categories,overallrating,ratingTeam,ratingProduct,platform,acceptingCurrencyNum,whitepaper,video,socialMedia,GitHub,teamLinkedIn,teamPhotos,CEOPhoto
601,N,06-12-2017,22-11-2017,0,6,Poland,"Tourism,Platform",2.3,2.5,2.1,unknown,1,1,0,0,0,50%,100%,0
602,Y,30-11-2017,25-11-2017,1000000000,25,Estonia,Cryptocurrency,4.1,4.2,4.3,Ethereum,1,1,1,0,1,92%,100%,0
603,Y,20-05-2018,20-04-2018,100500000,13,Germany,"Business services,Infrastructure,Platform,Smart Contract",4.1,4.3,3.8,Ethereum,2,1,1,2,0,79%,100%,0
604,N,19-12-2017,20-11-2017,100000000,12,Russia,"Platform,Infrastructure",2.8,3,2.5,Ethereum,1,1,1,0,0,100%,100%,1
605,Y,17-05-2018,15-02-2018,287000000,21,Ras al-Khaimah,"Cryptocurrency,Platform",3.6,4,3.2,Ethereum,4,1,1,0,0,80%,100%,1
606,Y,19-05-2018,01-03-2018,150000000,21,Cayman Islands,"Cryptocurrency,Investment,Banking,Real estate",3.5,4.2,3.2,Ethereum,2,1,1,0,1,90%,100%,0
607,Y,26-03-2018,23-02-2018,30000000,3,France,"Platform,Business services,Retail",3.7,4,3.4,Ethereum,1,1,1,0,1,100%,100%,1
608,Y,26-11-2017,06-11-2017,1500000,6,UK,"Platform,Cryptocurrency,Business services",3.1,4.1,1.7,Ethereum,3,1,0,0,0,100%,100%,0
609,N,25-03-2018,18-03-2018,1000000000,6,Singapore,Education,2,1,3,Ethereum,1,1,1,0,1,0%,100%,0
610,N,31-03-2018,07-12-2017,800000000,6,Seychelles,"Platform,Communication,Cryptocurrency,Retail",3.6,3.7,3.3,Ethereum,3,1,1,0,1,100%,100%,0
611,Y,16-12-2017,17-11-2017,1000000000,18,USA,"Business services,Platform",3.2,4.2,4.6,Ethereum,1,0,1,3,1,94%,100%,0
612,N,31-01-2018,17-01-2018,0,6,Israel,Platform,2.1,2.9,2.2,Ethereum,unknown,1,0,0,0,100%,100%,0
613,Y,20-05-2018,20-03-2018,29750000,14,Russia,Platform,3.3,3.3,3.2,Ethereum,3,1,1,0,1,79%,100%,1
614,Y,30-12-2017,10-11-2017,3500000,11,Spain,"Platform,Entertainment",3.4,3.7,3.7,Waves,4,1,1,3,1,100%,100%,0
615,N,11-12-2017,11-11-2017,70000000000,14,Germany,"Infrastructure,Cryptocurrency,Platform",1.8,0,0,Ethereum,1,1,1,0,0,0%,100%,1
616,Y,30-06-2017,20-05-2017,15000000,6,Russia,"Software,Platform",2.8,0,0,unknown,1,1,0,2,0,0%,100%,0
617,Y,04-08-2017,02-08-2017,29600000,20,Gibraltar,Investment,2.9,0,0,Ethereum,1,1,1,3,0,70%,100%,0
618,N,31-12-2017,01-12-2017,0,7,UK,"Business services,Investment",2.1,1,1,Ethereum,3,1,0,0,0,100%,100%,0
619,N,31-03-2018,16-02-2018,500000,3,USA,"Artificial Intelligence,Charity,Cryptocurrency,Education,Infrastructure,Virtual Reality",2.5,2,2,Ethereum,8,1,0,0,1,100%,100%,0
620,N,16-05-2018,17-04-2018,0,7,Estonia,"Business services,Cryptocurrency,Investment,Platform,Retail",2.5,0,0,Ethereum,4,1,1,0,0,71%,100%,0
621,N,02-06-2018,17-03-2018,0,6,Indonesia,"Cryptocurrency,Smart Contract",2.2,2.5,2.5,Ethereum,unknown,1,0,0,0,0%,100%,0
622,N,09-04-2018,12-03-2018,175000000,14,Estonia,Infrastructure,3,3.6,2.7,Ethereum,1,1,1,0,1,100%,100%,0
623,Y,05-06-2018,03-04-2018,99000000,23,Israel,Tourism,4.1,4.1,4.2,Ethereum,3,1,1,0,1,100%,100%,1
624,Y,16-05-2018,27-04-2018,2200000000,24,Singapore,"Platform,Cryptocurrency,Banking,Smart Contract",3.7,3.6,3.5,Ethereum,1,1,1,2,0,58%,100%,1
625,N,01-02-2018,01-11-2017,350000000,13,Switzerland,"Platform,Cryptocurrency",2.7,3,2.3,Waves,4,1,1,0,0,83%,83%,0
626,Y,10-05-2018,22-01-2018,50000000,12,UK,"Cryptocurrency,Platform",3.1,3.5,2.6,Ethereum,1,1,1,0,1,100%,100%,1
627,Y,31-05-2018,11-04-2018,210000000,22,UK,"Platform,Entertainment,Education,Casino & Gambling,Sports",3.6,3.5,3.3,Ethereum,3,1,1,0,1,77%,100%,1
628,Y,19-03-2018,15-01-2018,350000000,16,Singapore,"Business services,Infrastructure,Real estate,Software",3.6,4,3,Ethereum,4,1,1,3,1,88%,100%,0
629,N,30-11-2017,01-11-2017,0,9,Cambodia,"Platform,Cryptocurrency,Internet,Communication",2.3,3.9,2.9,Tendermint,2,0,0,0,1,78%,78%,0
630,N,01-06-2018,28-02-2018,20000000,16,Singapore,"Banking,Cryptocurrency,Investment,Platform,Smart Contract,Software",4.2,4.7,4.3,Ethereum,4,1,1,0,0,100%,100%,1
631,N,25-12-2017,13-11-2017,80000000,10,Estonia,"Platform,Business services,Internet",2.8,0,0,Ethereum,4,1,1,0,0,60%,100%,0
632,Y,31-01-2018,14-12-2017,100000000,12,Russia,Entertainment,3.4,3.5,3.3,Ethereum,3,1,1,0,1,75%,100%,0
633,N,06-12-2017,28-10-2017,70000000,6,Switzerland,"Platform,Other,Business services",3.2,3.6,3.5,Ethereum,1,1,1,0,1,100%,100%,0
634,Y,31-08-2017,31-08-2017,200000000,16,Lithuania,"Business services,Platform",3.7,3.4,2.9,Ethereum,unknown,1,0,3,1,94%,100%,0
635,N,27-05-2018,27-04-2018,50000000,10,United States,"Platform,Smart Contract",3.3,0,0,Ethereum,1,1,1,3,1,63%,88%,0
636,N,15-05-2018,01-04-2018,151151515,6,Peru,"Business services,Investment",2.1,0,0,Ethereum,4,1,0,0,0,0%,100%,0
637,Y,20-05-2018,22-03-2018,65000000,3,United Arab Emirates,Investment,2.1,1,1,Ethereum,1,1,1,0,0,100%,0%,1
638,N,20-10-2017,20-08-2017,68000000,9,USA,"Other,Platform",2,0,0,Ethereum,unknown,0,0,0,0,0%,100%,0
639,N,05-04-2018,25-02-2018,99000000,4,Belize,"Entertainment,Casino & Gambling",3.3,3,2.4,unknown,2,1,1,0,1,100%,100%,0
640,N,25-03-2018,11-03-2018,2000000000,32,United Kingdom,"Cryptocurrency,Sports",3.3,0,0,Ethereum,1,1,1,0,1,3%,94%,0
641,Y,15-10-2017,15-09-2017,100000000,12,Russia,Platform,3.5,3,1,Ethereum,1,1,1,3,0,100%,100%,1
642,Y,06-04-2018,06-01-2018,40000000,15,Germany,"Cryptocurrency,Education",3.2,2.6,2.5,Ethereum,1,1,0,0,1,100%,100%,0
643,N,10-06-2018,01-05-2018,88000000,27,Georgia,"Cryptocurrency,Infrastructure",3.9,4.2,3.7,Ethereum,3,1,1,0,1,93%,100%,1
644,Y,04-09-2017,18-08-2017,9800000,3,USA,"Sports,Entertainment",2,0,0,Waves,unknown,1,0,0,0,0%,100%,0
645,Y,30-12-2017,04-12-2017,70000000,21,China,"Banking,Cryptocurrency",3.2,4,4,Ethereum,1,1,1,3,0,29%,100%,1
646,N,30-12-2017,10-11-2017,40000000,5,Russia,"Platform,Entertainment",2.3,0,0,Ethereum,1,1,1,0,1,0%,100%,0
647,N,08-12-2017,22-11-2017,425000000,3,USA,"Platform,Business services",2.1,0,0,Ethereum,2,1,0,0,0,100%,100%,0
648,N,07-05-2018,23-04-2018,70000000,14,Switzerland,"Investment,Platform",2.4,0,0,Ethereum,2,1,0,0,0,0%,100%,0
649,N,29-09-2017,01-08-2017,0,5,Slovenia,Real estate,2.6,0,0,Ethereum,2,1,1,3,0,0%,100%,0
650,N,01-05-2018,10-03-2018,0,11,Romania,Investment,3.8,3.7,3.9,Ethereum,1,1,1,0,1,100%,100%,1
651,Y,29-11-2017,24-10-2017,647500000,10,Cayman Islands,"Cryptocurrency,Business services,Entertainment,Internet,Platform,Smart Contract,Software,Virtual Reality",3.8,2,3,Ethereum,2,1,1,3,1,80%,100%,1
652,N,10-06-2018,27-05-2018,5500000000,24,Singapore,Banking,3.2,3,3,Stellar,3,1,1,1,0,96%,100%,1
653,Y,05-04-2018,15-03-2018,4,9,Cayman Islands,Entertainment,3.8,4.3,3.5,Ethereum,1,1,1,2,1,100%,100%,0
654,Y,30-11-2017,30-10-2017,1500000000,13,Ukraine,"Business services,Platform",3.8,4,3.3,Ethereum,1,1,1,0,0,62%,100%,1
655,Y,30-04-2018,02-03-2018,225000000,14,UK,"Banking,Investment,Cryptocurrency",2.4,5,5,Ethereum,1,1,1,0,0,100%,89%,0
656,N,23-10-2017,20-10-2017,14000000,4,UK,"Cryptocurrency,Software",1.7,1,1,unknown,unknown,1,0,0,0,0%,0%,0
657,N,31-01-2018,19-01-2018,45000000,15,South Korea,"Platform,Cryptocurrency,Smart Contract,Legal",3.7,3.9,3.3,Ethereum,2,1,0,0,1,81%,100%,0
658,Y,15-03-2018,15-02-2018,500000000,19,British Virgin Islands,"Communication,Platform",3.1,4,3,Ethereum,3,1,1,3,0,88%,100%,1
659,Y,10-11-2017,10-10-2017,21760000,10,Russia,Other,2.4,0,0,Waves,9,1,0,0,0,0%,100%,0
660,N,07-03-2018,07-02-2018,50000000,7,Netherlands,"Cryptocurrency,Internet,Platform",2.6,0,0,Ethereum,1,1,1,0,1,86%,100%,1
661,N,11-05-2018,04-05-2018,200000000,11,Australia,"Software,Smart Contract,Retail,Platform,Cryptocurrency,Business services",3.5,3.9,3.3,Ethereum,1,1,1,0,1,100%,100%,1
662,Y,25-03-2018,29-01-2018,25000000,6,USA,"Banking,Business services,Cryptocurrency,Investment,Smart Contract",2.4,0,0,Ethereum,2,1,0,0,0,100%,100%,1
663,N,01-06-2018,20-11-2017,0,7,Russia,"Cryptocurrency,Communication",2.7,2.5,2,Ethereum,2,1,1,3,1,14%,100%,0
664,N,15-01-2018,25-12-2017,0,16,USA,"Platform,Electronics",2.3,3.6,2,"Ethereum, Bitcoin",unknown,1,1,0,0,0%,100%,0
665,N,03-04-2018,25-01-2018,5000000,3,Japan,Entertainment,2.4,0,0,Ethereum,2,1,1,0,1,0%,100%,1
666,N,14-01-2018,15-12-2017,4000000,3,India,Platform,1.8,0,0,Ethereum,1,1,0,0,0,33%,100%,0
667,Y,31-03-2018,01-03-2018,70000000,18,Russia,"Real estate,Tourism",2.6,0,0,Ethereum,1,1,1,0,0,22%,100%,1
668,Y,23-01-2018,15-01-2018,400000000,23,Romania,"Cryptocurrency,Energy",3.7,3.8,3.1,Ethereum,5,1,1,2,1,96%,100%,1
669,N,31-12-2017,02-10-2017,140000000,5,USA,Investment,2.7,1.7,2.3,Ethereum,1,1,1,0,1,100%,80%,0
670,N,31-03-2018,01-03-2018,2000000,5,Greece,"Banking,Business services,Communication,Cryptocurrency,Platform,Smart Contract,Software",2.1,0,0,Ethereum,unknown,1,0,0,0,100%,100%,0
671,N,11-04-2018,09-03-2018,21000000,11,UK,"Cryptocurrency,Business services,Internet,Platform,Retail,Smart Contract",3.9,4.3,4.3,Ethereum,4,1,1,3,1,100%,100%,0
672,N,08-06-2018,11-05-2018,70000000,6,Switzerland,"Other,Internet,Big Data,Smart Contract",2.3,0,0,Ethereum,1,1,0,0,0,0%,100%,1
673,N,11-06-2018,16-04-2018,22222222,18,UK,"Cryptocurrency,Other",4.1,4,3.3,Ethereum,1,1,1,0,1,72%,100%,1
674,Y,13-04-2018,17-03-2018,50000000,22,Gibraltar,"Platform,Investment",3.7,3.9,3.3,Ethereum,4,1,1,0,1,100%,96%,0
675,Y,28-06-2017,27-06-2017,1000,3,Netherlands,"Business services,Real estate",3,0,0,Waves,unknown,1,1,2,0,67%,100%,0
676,N,20-04-2018,20-03-2018,2100000000,19,Belarus,"Cryptocurrency,Entertainment,Communication,Platform",2.9,3.6,2.6,Ethereum,1,1,1,0,0,58%,100%,0
677,N,31-10-2017,01-09-2017,0,1,Virgin Islands,"Platform,Business services",2.6,0,0,Ethereum,1,1,1,0,1,100%,100%,0
678,Y,31-03-2018,17-03-2018,36009615,16,Switzerland,Cryptocurrency,4.1,4.4,3.8,NEO,2,1,1,3,1,100%,100%,1
679,Y,28-02-2018,01-02-2018,151250000,13,Canada,Platform,3.8,3.9,3.2,Ethereum,6,1,1,3,1,100%,100%,0
680,N,15-04-2018,01-02-2018,0,19,Russia,"Platform,Cryptocurrency,Investment,Entertainment,Software",3.6,4.8,4.3,Ethereum,1,1,1,0,1,50%,94%,1
681,Y,05-04-2018,10-03-2018,106000000,15,Malta,"Media,Internet,Cryptocurrency,Other,Platform",3.5,3.9,3.3,Ethereum,4,1,1,2,1,100%,100%,1
682,Y,28-09-2017,07-09-2017,45000000,5,Spain,Internet,2.6,0,0,Ethereum,1,1,0,0,1,0%,100%,1
683,Y,21-05-2018,01-05-2018,8200000000,14,Poland,"Cryptocurrency,Platform,Smart Contract",4,4.1,3.7,Ethereum,2,1,0,0,1,0%,0%,0
684,N,07-06-2018,24-04-2018,350000000,8,UK,"Cryptocurrency,Energy,Platform",1.9,1,1,Ethereum,unknown,1,1,0,1,0%,100%,0
685,N,27-05-2018,16-04-2018,111,12,USA,Infrastructure,2.4,2,2,Ethereum,3,1,1,0,0,75%,100%,0
686,Y,16-05-2018,18-04-2018,362,18,Malta,"Platform,Entertainment",4.1,4,3.8,Ethereum,2,1,1,3,1,100%,100%,0
687,N,28-03-2018,28-11-2017,100000000,6,Indonesia,Platform,1.9,0,0,unknown,10,1,0,0,0,0%,100%,0
688,Y,10-03-2018,01-03-2018,200000000,22,Singapore,"Banking,Business services",4.6,4.3,4.2,Ethereum,1,1,1,2,1,100%,100%,1
689,Y,31-05-2018,01-04-2018,450000000,17,Brazil,"Platform,Cryptocurrency",3,2.9,2.5,Separate Blockchain,3,1,1,2,1,100%,100%,0
690,Y,31-05-2018,01-03-2018,1500000000,15,Belize,"Business services,Communication,Cryptocurrency,Media",4.8,4.8,4.7,Ethereum,5,1,1,3,1,100%,100%,1
691,N,13-09-2017,13-08-2017,100000000,6,Russia,Health,2.3,0,0,Waves,1,1,1,0,0,50%,100%,0
692,Y,01-03-2018,26-12-2017,8000000,14,Russia,"Cryptocurrency,Business services,Tourism",3.3,3.5,3.1,Ethereum,3,1,1,0,1,100%,100%,1
693,Y,14-02-2018,31-01-2018,550000000,16,Canada,"Cryptocurrency,Platform,Banking",3.3,4,4,Ethereum,1,1,1,2,0,81%,100%,1
694,Y,31-07-2017,13-06-2017,12500000,11,Singapore,"Cryptocurrency,Platform",3.1,3,2,Ethereum,1,1,1,3,0,0%,100%,0
695,Y,31-05-2018,04-05-2018,1040000000,23,Malta,Banking,3,0,0,Ethereum,1,1,0,0,0,96%,100%,1
696,N,11-09-2017,28-08-2017,25000000,8,Russia,Retail,2.8,0,0,Ethereum,3,1,0,0,0,38%,100%,0
697,Y,20-10-2017,25-09-2017,26400000,6,USA,"Investment,Platform,Cryptocurrency",3.4,4.2,3.4,Ethereum,1,1,0,1,0,33%,100%,0
698,N,12-04-2018,15-03-2018,0,5,Russia,"Cryptocurrency,Legal,Other",3.3,0,0,Ethereum,1,1,1,2,1,20%,100%,0
699,N,31-05-2018,14-01-2018,36000000,2,USA,Health,2.1,2,2,unknown,2,1,1,0,0,100%,100%,0
700,N,30-04-2018,01-04-2018,250500000,11,USA,"Business services,Real estate",2.4,0,0,Ethereum,1,1,0,0,0,100%,100%,0
701,Y,15-04-2018,15-02-2018,9250000,18,Latvia,Electronics,4.4,4.7,4.2,Ethereum,2,1,1,0,1,88%,100%,1
702,N,11-06-2018,21-04-2018,0,24,USA,"Banking,Platform",3.3,3,2,Multichain,1,1,1,3,0,71%,100%,0
703,Y,20-12-2017,07-11-2017,15000000,15,Russia,Entertainment,3.6,3.8,3.6,Ethereum,1,1,1,0,1,53%,100%,0
704,N,31-08-2017,01-08-2017,7000000,3,Belize,Cryptocurrency,2,0,0,unknown,unknown,1,1,0,1,100%,100%,0
705,N,17-12-2017,27-11-2017,30000000,6,Singapore,"Cryptocurrency,Infrastructure,Electronics",2.7,2.3,2.7,Ethereum,2,1,0,0,0,83%,100%,1
706,N,31-03-2018,02-03-2018,500000,9,India,"Charity,Business services,Investment,Smart Contract",2.4,2.3,1,Ethereum,1,1,1,0,1,0%,0%,0
707,Y,15-03-2018,04-12-2017,50000000,7,UK,"Banking,Cryptocurrency,Charity,Platform",3.1,3.4,2.8,Ethereum,unknown,1,1,0,0,100%,100%,1
708,Y,21-07-2017,07-07-2017,200000000,11,Estonia,"Software,Platform",3.1,5,4.8,Ethereum,1,1,0,0,0,73%,100%,1
709,N,23-09-2017,26-08-2017,23000000,6,USA,Platform,1.5,1,1,Ethereum,2,0,0,0,0,0%,100%,0
710,Y,11-11-2017,20-09-2017,7,16,Russia,"Investment,Platform",3.3,3.2,2.5,Ethereum,2,1,1,0,1,88%,100%,0
711,N,01-06-2018,26-03-2018,1.00E+11,18,USA,"Entertainment,Communication,Platform",4,3.5,4,unknown,3,1,1,0,1,61%,100%,0
712,N,28-02-2018,01-01-2018,160000000,7,USA,"Entertainment,Platform",3,0,0,Ethereum,1,1,0,0,1,17%,100%,1
713,N,08-06-2018,08-05-2018,15817083,10,Australia,"Platform,Cryptocurrency,Internet",3.6,4.2,3.1,Ethereum,1,1,1,0,1,90%,100%,1
714,Y,15-03-2018,16-02-2018,37500000,14,Latin America,Investment,3,0,0,Ethereum,1,1,0,0,1,100%,100%,0
715,N,01-01-2018,01-12-2017,0,14,USA,"Energy,Other",4,4.7,3.4,Ethereum,1,1,1,3,1,93%,93%,0
716,N,11-09-2017,14-08-2017,0,7,Australia,Platform,2.4,0,0,Ethereum,unknown,1,1,0,0,100%,100%,1
717,Y,12-03-2018,12-02-2018,2500000000,12,USA,"Platform,Entertainment,Sports",3.5,4,3.3,Ethereum,unknown,1,0,2,0,100%,100%,1
718,Y,30-04-2018,15-01-2018,200000000,5,Czech Republic,Banking,4,3.7,4.1,Ethereum,5,1,1,0,1,100%,100%,0
719,N,08-06-2018,25-05-2018,27500000000,21,Cayman Islands,Platform,3.3,0,0,VeChain,1,1,1,3,0,87%,100%,0
720,Y,30-10-2017,19-09-2017,60000000,16,Belize,"Tourism,Infrastructure",3.9,3.9,3.5,Ethereum,2,1,1,1,1,88%,100%,1
721,Y,31-05-2018,01-05-2018,15000000,15,India & Australia,Platform,3.5,3,2,Ethereum,2,1,1,0,1,73%,100%,0
722,N,20-05-2018,22-02-2018,90,7,Czech Republic,Real estate,2,0,0,Ethereum,4,1,1,0,0,0%,100%,0
723,Y,29-10-2017,01-10-2017,50000000,26,Canada,Cryptocurrency,3.6,4,2,Ethereum,1,1,1,0,1,15%,100%,0
724,N,29-03-2018,27-02-2018,0,17,Saint Lucia,"Cryptocurrency,Charity,Platform,Infrastructure",3.1,3.1,2.4,Ethereum,1,1,1,0,0,100%,100%,0
725,N,24-04-2018,25-03-2018,315000000,10,Canada,"Artificial Intelligence,Cryptocurrency,Platform",2.8,0,0,New Blockchain,2,1,1,0,1,70%,100%,0
726,N,15-03-2018,15-02-2018,36000000,13,Australia,Media,1.9,3,2,Waves,1,1,0,0,0,0%,100%,0
727,Y,17-05-2018,07-04-2018,260000000,10,Singapore,Infrastructure,2.5,2.8,2.8,Ethereum,1,1,0,0,0,0%,100%,0
728,Y,05-02-2018,11-12-2017,50000000,14,Cyprus,"Banking,Cryptocurrency,Platform,Business services",3.4,4.5,3.4,unknown,7,1,1,0,0,93%,100%,0
729,Y,14-02-2018,26-11-2017,20000000,14,Estonia,"Platform,Cryptocurrency,Investment,Banking",3.6,3.8,3.2,Ethereum,4,1,1,3,0,93%,100%,1
730,N,01-05-2018,01-04-2018,70000000,7,USA,"Banking,Cryptocurrency,Internet,Investment",2.4,0,0,Ethereum,1,1,0,0,0,100%,100%,0
731,N,10-06-2018,28-05-2018,300000000,17,Singapore,Platform,3.4,0,0,Ethereum,1,1,1,0,1,94%,75%,1
732,N,16-05-2018,30-04-2018,400000000,4,UAE,Real estate,2.9,0,0,Ethereum,unknown,1,1,0,0,0%,100%,0
733,Y,27-01-2018,27-12-2017,240000000,14,Singapore,"Infrastructure,Communication",3.3,4,4,Ethereum,2,1,1,3,1,50%,79%,0
734,Y,11-02-2018,01-01-2018,150000000,20,UK,"Manufacturing,Platform",2.3,0,0,unknown,unknown,1,1,0,0,90%,100%,0
735,N,05-05-2018,05-04-2018,0,7,USA,"Infrastructure,Cryptocurrency,Business services,Banking,Investment,Platform,Smart Contract",3.4,0,0,Ethereum,2,1,1,3,0,100%,100%,0
736,N,30-11-2017,02-11-2017,0,26,Singapore,"Banking,Cryptocurrency",3.7,3,3,Ethereum,1,1,1,3,1,81%,100%,1
737,N,15-12-2017,31-10-2017,50000000,8,Canada,"Platform,Business services",2,4,3,Ethereum,3,1,0,0,0,50%,100%,1
738,Y,20-03-2018,21-01-2018,3000000000,19,Thailand,"Infrastructure,Software,Retail",3.8,4.2,4.5,Stellar,2,1,1,0,1,100%,84%,0
739,N,21-11-2017,22-10-2017,5000000,2,Russia,"Software,Platform",1.6,1,2,unknown,1,1,0,0,0,100%,100%,1
740,N,28-02-2018,30-01-2018,100000000,9,UK,Entertainment,1.9,0,0,Ethereum,1,0,1,0,0,100%,100%,0
741,N,31-03-2018,01-02-2018,200000000,14,Panama,Platform,2.3,0,0,Ethereum,1,1,1,0,0,0%,100%,1
742,N,23-05-2018,25-04-2018,210000000,5,USA,"Cryptocurrency,Investment,Platform",3.4,3,3,Ethereum,1,1,1,0,1,100%,100%,0
743,Y,17-08-2017,17-07-2017,5000000,21,Switzerland,Energy,4.1,0,0,Ethereum,1,1,1,0,1,0%,0%,0
744,Y,21-07-2017,21-06-2017,600,6,Russia,"Cryptocurrency,Platform",1.6,1.8,1.5,Ethereum,1,0,0,0,0,0%,0%,0
745,Y,16-01-2018,05-12-2017,25000000,8,UK,"Casino & Gambling,Banking,Investment",2.6,4,4,Ethereum,2,1,0,0,0,100%,100%,0
746,N,15-01-2018,11-12-2017,192000000,17,Slovenia,"Platform,Business services,Investment,Retail,Manufacturing",2.8,3.1,2.3,Ethereum,1,1,1,0,1,71%,100%,0
747,Y,21-04-2018,20-03-2018,700000000,17,UK,"Big Data,Cryptocurrency,Smart Contract,Software",2.4,2.2,2.2,Ethereum,2,1,1,0,1,88%,100%,0
748,Y,31-03-2018,01-03-2018,8000000,13,Singapore,"Artificial Intelligence,Banking,Big Data,Business services,Cryptocurrency,Internet",2.8,0,0,Ethereum,3,1,0,0,0,85%,100%,1
749,N,21-03-2018,21-02-2018,0,8,Mexico,Education,2.3,0,0,Ethereum,2,1,1,0,1,0%,100%,1
750,Y,16-12-2017,08-12-2017,30000000,17,USA,"Platform,Cryptocurrency",4.2,4.9,4.9,Ethereum,1,1,1,2,1,0%,100%,1
751,N,02-06-2018,12-04-2018,114000000,8,UK,Health,1.9,1,2,MAHRA platform,unknown,1,0,0,0,0%,50%,0
752,N,15-01-2018,01-12-2017,200000000,11,Russia,"Platform,Business services,Cryptocurrency",2.4,3,2,Ethereum,1,1,1,0,0,0%,100%,0
753,Y,25-12-2017,15-10-2017,1500001,9,Russia,"Platform,Banking",3.6,3.9,3.8,Ethereum,1,1,1,0,1,78%,100%,0
754,Y,19-05-2018,19-02-2018,10000000,25,UK,Retail,4.1,4.6,4.1,Ethereum,6,1,1,0,0,76%,100%,0
755,N,27-10-2017,02-10-2017,0,5,Singapore,Real estate,2.2,1.4,1.2,unknown,unknown,1,1,0,0,100%,100%,0
756,Y,23-02-2018,24-11-2017,60000000,7,USA,"Business services,Entertainment,Banking,Retail,Media",3.4,4.6,4.1,Ethereum,2,1,1,0,0,14%,100%,1
757,N,10-02-2018,10-01-2018,0,4,Estonia,Investment,2,0,0,Ethereum,1,1,1,0,0,0%,100%,0
758,Y,07-12-2017,02-11-2017,30000000,7,Australia,Platform,3.8,3.7,3.2,Ethereum,1,1,1,2,1,57%,100%,0
759,N,18-05-2018,20-03-2018,28301260,36,"Serbia, France","Banking,Cryptocurrency,Investment,Platform",3.4,4,4,Ethereum,4,1,0,0,1,100%,100%,0
760,N,10-05-2018,10-04-2018,22500000,6,Germany,"Legal,Investment,Cryptocurrency,Other,Platform",1.6,1,1,Ethereum,1,1,0,0,0,0%,100%,0
761,Y,24-11-2017,27-10-2017,490000000,10,Netherlands,"Business services,Investment",3,0,0,Ethereum,1,1,1,0,1,0%,100%,0
762,N,07-10-2017,07-09-2017,9000000,5,Russia,Education,2.4,1,2,Waves,5,1,0,0,0,100%,100%,0
763,Y,18-11-2017,26-10-2017,60000000,10,Russia,"Casino & Gambling,Platform",3.5,3.5,3.5,Ethereum,4,1,1,0,1,0%,100%,1
764,Y,20-11-2017,02-11-2017,500000000,31,Switzerland,"Platform,Cryptocurrency,Software",4.1,4.4,4.2,Ethereum,2,1,1,0,0,90%,100%,1
765,Y,18-11-2017,18-10-2017,60000000,35,Cambodia,"Banking,Platform",4.1,4.3,3.9,Ethereum,1,1,1,0,1,80%,100%,0
766,Y,30-04-2018,20-03-2018,130000000,8,Switzerland,Internet,3.5,3,2,Ethereum,2,1,1,0,0,100%,100%,0
767,Y,03-06-2017,31-05-2017,100000000,6,USA,"Platform,Infrastructure,Software",3,0,0,Ethereum,unknown,1,1,2,0,100%,0%,0
768,Y,25-02-2018,25-01-2018,400000000,15,Lithuania,"Platform,Business services,Cryptocurrency,Investment",3.1,3.2,2.7,Ethereum,1,1,1,1,1,100%,100%,0
769,N,31-01-2018,15-12-2017,0,8,Brazil,Manufacturing,2.6,3,3,Ethereum,1,1,0,3,1,100%,100%,0
770,Y,30-04-2018,01-03-2018,86400000,11,UK,"Platform,Internet,Cryptocurrency,Business services,Software",3.9,3.6,3.8,Ethereum,3,1,1,0,1,100%,100%,1
771,N,26-10-2017,26-09-2017,480000000,14,United Arab Emirates,Education,3.6,5,4,Ethereum,1,1,1,2,0,50%,100%,1
772,Y,30-01-2018,28-11-2017,40000000,19,UK,"Platform,Business services,Retail",4.3,4.5,4.1,Ethereum,4,1,1,3,1,100%,100%,0
773,N,27-05-2018,09-04-2018,600000000,34,Korea,"Business services,Platform",2.5,0,0,Keccak,1,1,1,0,0,0%,100%,0
774,Y,28-02-2018,13-11-2017,50000000,11,Singapore,"Cryptocurrency,Platform,Investment",3.5,3.9,3.5,Ethereum,2,1,1,0,1,100%,91%,0
775,Y,25-05-2018,20-04-2018,21000000,6,Belize,Communication,2.7,2.4,2.4,BitShares,6,1,1,0,1,100%,100%,1
776,N,22-05-2018,20-04-2018,26520000,9,USA,Artificial Intelligence,2.5,0,0,Ethereum,4,1,0,0,0,78%,100%,1
777,N,21-10-2017,01-10-2017,0,4,Brazil,"Platform,Cryptocurrency",1.6,0,0,Waves,unknown,1,0,0,0,100%,100%,0
778,N,12-02-2018,15-01-2018,400000000,8,USA,"Entertainment,Platform",3.6,4.5,4,StreamSpace,3,1,1,0,1,25%,100%,1
779,Y,26-02-2018,27-11-2017,195555360,9,UK,"Business services,Platform,Software",4,4,3.9,Ethereum,3,1,1,1,1,89%,100%,1
780,N,01-06-2018,01-03-2018,100000000,1,Canada,Retail,2.3,1,1,Waves,5,0,0,0,0,100%,100%,0
781,Y,10-05-2018,03-05-2018,990000000,13,Isle of Man,"Big Data,Health,Platform,Software",4,4,3.6,Ethereum,3,1,1,3,0,46%,100%,0
782,N,01-05-2018,18-02-2018,0,10,Russia,"Platform,Retail",2.5,0,0,unknown,unknown,1,1,0,0,70%,100%,0
783,Y,30-01-2018,07-12-2017,180000,7,USA,Other,2.7,4,4,Ethereum,2,1,1,0,1,100%,83%,1
784,Y,26-11-2017,20-10-2017,25000000,4,Russia,"Business services,Platform",2.6,2,2,Ethereum,7,1,1,0,1,50%,100%,0
