ID,goal,enddate,startdate,coinNum,teamSize,country_region,categories,overallrating,ratingTeam,ratingProduct,platform,acceptingCurrencyNum,whitepaper,video,socialMedia,GitHub,teamLinkedIn,teamPhotos,CEOPhoto
195,Y,27-12-2017,27-11-2017,10000000,7,Russia,"Cryptocurrency,Manufacturing",2.8,3,3,Ethereum,1,1,1,0,1,71%,100%,0
196,Y,15-03-2018,15-12-2017,1000000000,11,South Africa,"Platform,Business services",3.4,3.5,3.5,Ethereum,1,1,1,0,0,100%,100%,1
197,N,18-08-2017,17-07-2017,5000000,8,USA,"Entertainment,Internet",3,0,0,Ethereum,1,1,1,3,1,93%,100%,1
198,N,10-06-2018,26-04-2018,12000000,13,Australia,Retail,2.3,3,3,Ethereum,2,1,1,0,1,100%,100%,0
199,N,12-01-2018,25-12-2017,50000000,8,Liechtenstein,Investment,4.3,4.7,4.1,Ethereum,4,1,0,0,1,100%,100%,0
200,Y,25-02-2018,25-01-2018,33000000,33,Switzerland,Communication,3.6,4,3.2,Ethereum,4,1,1,0,1,88%,100%,0
201,Y,20-07-2017,20-06-2017,100000000,8,Malta,"Entertainment,Sports",2.5,2,2,Ethereum,1,1,1,0,0,38%,100%,0
202,Y,08-05-2018,18-04-2018,1200000,17,Slovenia,"Software,Real estate,Platform,Infrastructure,Cryptocurrency",3.9,3.9,3.4,Ethereum,1,1,1,3,1,88%,100%,1
203,N,20-04-2018,19-03-2018,65000000,11,UK,"Cryptocurrency,Manufacturing",3.2,4.4,3.8,Ethereum,unknown,1,1,0,1,0%,100%,0
204,Y,01-02-2018,01-02-2018,200000000,17,UK,Health,4.4,4.5,4.1,Ethereum,2,1,1,2,0,100%,100%,0
205,Y,10-02-2018,11-12-2017,4750000000,23,Philippines,"Platform,Cryptocurrency,Retail",3.7,4.6,3.7,NEM,3,1,1,1,0,43%,100%,0
206,N,31-03-2018,01-03-2018,25,11,France,"Business services,Communication",2,0,0,Ethereum,1,1,0,0,0,36%,100%,0
207,Y,20-03-2018,01-03-2018,20000000,10,Singapore,"Cryptocurrency,Infrastructure,Smart Contract",3.4,4.1,3.2,Ethereum,1,1,1,0,1,100%,100%,0
208,Y,10-08-2017,23-07-2017,21000000,4,Latvia,Casino & Gambling,1.8,0,0,Ethereum,2,1,0,0,0,0%,100%,1
209,Y,11-05-2018,12-03-2018,53760000,18,Seychelles,Real estate,4.2,4.5,4,Ethereum,1,1,1,0,1,94%,100%,0
210,Y,29-05-2018,01-05-2018,56000000,7,Switzerland,"Entertainment,Communication,Tourism",2.6,0,0,Ethereum,1,1,1,0,1,0%,100%,1
211,Y,06-09-2017,08-08-2017,200000000,24,Singapore,"Platform,Cryptocurrency",2.9,0,0,Ethereum,unknown,1,1,3,0,97%,100%,1
212,N,01-06-2018,01-05-2018,0,4,Netherlands,Tourism,2,1,1,Waves,2,1,0,0,0,100%,100%,0
213,N,23-12-2017,24-11-2017,142000000,15,Russia,Investment,3.5,4,3.7,Ethereum,5,1,1,2,1,87%,100%,0
214,N,30-01-2018,05-01-2018,0,2,Netherlands,"Platform,Cryptocurrency,Business services,Investment,Infrastructure,Retail",2,2,2,Ethereum,2,1,0,0,0,100%,0%,0
215,Y,30-01-2018,10-12-2017,12000000,16,Cyprus,"Business services,Cryptocurrency,Investment,Platform",3,0,0,Ethereum,unknown,1,1,0,0,0%,100%,0
216,N,11-06-2018,01-04-2018,49978560,12,Bulgaria,"Business services,Platform,Software",3.2,3.6,3.6,Ethereum,1,1,1,0,1,0%,0%,0
217,N,10-06-2018,03-04-2018,1400000000,4,Singapore,"Investment,Internet,Entertainment,Energy,Electronics,Education,Communication,Business services,Big Data,Artificial Intelligence,Art,Media,Platform,Smart Contract,Software,Virtual Reality",2.3,0,0,Ethereum,1,1,0,0,1,0%,100%,0
218,N,31-03-2018,01-02-2018,80000000,8,Croatia,Platform,2.4,0,0,Ethereum,1,1,1,0,0,88%,100%,0
219,N,18-03-2018,16-01-2018,9000000,4,USA,Real estate,2.4,0,0,Ethereum,2,1,0,0,0,75%,100%,0
220,Y,30-11-2017,18-09-2017,720000,4,Guinea-Bissau,"Energy,Internet,Infrastructure,Electronics",2.3,0,0,Ethereum,1,1,0,3,0,100%,100%,1
221,N,30-05-2018,02-02-2018,49,7,UK,"Business services,Casino & Gambling,Cryptocurrency,Media,Other,Platform,Retail",2.7,2.4,1.7,Ethereum,1,1,0,0,1,0%,0%,0
222,Y,28-12-2017,29-11-2017,3141592653,9,Singapore,"Platform,Infrastructure",2.4,0,0,Ethereum,1,1,0,1,0,0%,100%,0
223,N,18-11-2017,18-10-2017,0,7,USA,"Banking,Cryptocurrency",1.8,0,0,Ethereum,1,0,1,0,0,100%,100%,0
224,N,31-05-2018,18-04-2018,0,17,Ireland,"Software,Platform",2.7,3.8,3.1,Ethereum,1,1,1,0,1,41%,59%,1
225,Y,08-04-2018,26-02-2018,14000000,21,Russia,"Health,Cryptocurrency,Artificial Intelligence,Infrastructure,Platform",4.4,4.4,4.1,Ethereum,2,1,1,2,1,86%,100%,0
226,Y,05-09-2017,08-08-2017,3141592653,9,Singapore,Media,3.1,3,4,Ethereum,2,1,1,2,1,0%,100%,0
227,Y,20-10-2017,14-09-2017,6300000000,14,UK,Cryptocurrency,4,4.4,4.2,Electroneum,2,1,1,3,1,79%,100%,0
228,Y,04-11-2017,10-10-2017,66000000,11,Switzerland,Retail,3.5,3.3,3.3,Ethereum,2,1,1,0,0,100%,100%,0
229,Y,19-12-2017,28-11-2017,400000000,12,UK,"Business services,Platform,Banking",3.6,4.3,3.2,Ethereum,2,1,1,3,1,100%,100%,0
230,Y,06-10-2017,08-09-2017,350000000,17,Australia,Energy,3.4,3,3,Ethereum,1,1,1,3,0,12%,100%,0
231,Y,30-04-2018,01-04-2018,140714286,9,Georgia,"Platform,Software,Sports,Tourism,Virtual Reality",3.9,4.4,4,Ethereum,4,1,1,3,1,100%,100%,1
232,Y,31-05-2018,01-05-2018,5500000000,6,Switzerland,Casino & Gambling,2.8,0,0,Ethereum,2,1,0,0,0,100%,100%,0
233,N,31-10-2017,01-10-2017,1280000000,10,United Arab Emirates,Energy,2.6,0,0,Ethereum,2,1,1,0,1,0%,100%,1
234,N,16-05-2018,16-04-2018,0,11,Gibraltar,Artificial Intelligence,2.5,3,2.3,Ethereum,2,1,0,0,1,0%,100%,0
235,Y,21-05-2018,05-03-2018,10000000,9,Slovak Republic,"Big Data,Infrastructure,Investment,Platform",2.1,0,0,Ethereum,1,1,1,0,0,56%,100%,0
236,N,03-04-2018,19-03-2018,0,16,India,"Business services,Education,Energy",2.3,0,0,Ethereum,1,1,1,0,1,0%,0%,0
237,Y,28-02-2018,21-02-2018,52941177,10,Japan,"Charity,Tourism",2.1,0,0,Ethereum,1,1,0,0,0,0%,100%,0
238,N,31-05-2018,25-03-2018,318000000,10,New Caledonia,"Platform,Investment",2.7,2.6,2.9,Ethereum,1,1,0,0,0,90%,100%,0
239,N,15-01-2018,15-12-2017,0,14,Japan,"Platform,Other",3.4,5,3,Ethereum,1,1,0,0,1,0%,100%,1
240,N,01-05-2018,01-03-2018,6000000,5,USA,"Platform,Cryptocurrency,Business services,Banking",1.7,1.5,1.8,Ethereum,unknown,1,0,0,0,100%,100%,1
241,Y,20-04-2018,31-01-2018,250000000,12,Singapore,"Cryptocurrency,Art,Platform,Software",3.4,3.4,3.2,Ethereum,4,1,1,3,0,0%,100%,0
242,Y,30-04-2018,16-03-2018,770,22,Cayman Islands,"Business services,Cryptocurrency,Platform,Software",4.5,4.8,4.4,Ethereum,1,1,1,0,0,94%,100%,1
243,N,01-12-2017,01-11-2017,80000000,15,France,"Internet,Business services,Infrastructure",3.3,4,4.6,Ethereum,1,1,1,0,1,100%,100%,0
244,Y,30-04-2018,12-02-2018,1692000000,29,Gibraltar,Platform,3.5,4.2,2.7,Ethereum,1,1,1,0,1,21%,100%,0
245,Y,04-01-2018,07-12-2017,275000000,38,Switzerland,"Investment,Platform",3.6,4.4,2.9,Ethereum,1,1,1,3,0,95%,97%,0
246,Y,01-12-2017,28-11-2017,46000000,13,Russia,"Retail,Health,Manufacturing,Platform",3.8,4,4.1,Ethereum,2,1,1,2,0,85%,92%,1
247,N,29-05-2018,02-04-2018,42500000,3,Russia,"Cryptocurrency,Entertainment,Investment",2,2,1,Ethereum,1,1,0,0,0,0%,100%,0
248,Y,31-05-2018,12-04-2018,1280000000,36,Singapore,Software,4.5,4.6,4.5,Ethereum,2,1,1,2,1,83%,100%,1
249,N,28-02-2018,15-01-2018,30000000,7,Ukraine,Health,2.4,3,2.7,Ethereum,2,1,1,0,0,0%,100%,1
250,Y,28-02-2018,05-12-2017,3600000,7,Bulgaria,"Electronics,Manufacturing",2,3,3,Ethereum,unknown,1,1,0,0,0%,100%,1
251,N,31-12-2017,25-11-2017,10000000,7,Poland,Software,3,0,0,Ethereum,2,1,1,0,1,100%,100%,0
252,N,31-03-2018,31-12-2017,66000000,14,Russia,Platform,2.7,2,3.5,Ethereum,1,1,1,0,0,43%,100%,1
253,N,23-02-2018,22-10-2017,0,12,USA,"Entertainment,Platform",2.6,4,5,Ethereum,2,1,1,0,0,50%,100%,1
254,N,15-03-2018,04-02-2018,0,12,USA,Tourism,3.1,0,0,Ethereum,1,1,1,3,1,100%,100%,0
255,N,14-12-2017,01-12-2017,10000000,14,Germany,"Communication,Platform,Business services",2.6,2,2,Ethereum,1,1,1,0,1,100%,100%,1
256,N,18-03-2018,19-02-2018,35,10,Singapore,"Platform,Tourism",2.2,1,1,Ethereum,3,1,0,0,1,0%,100%,0
257,Y,07-05-2018,09-12-2017,1000000000,8,UK,"Entertainment,Media",2,1,1,Ethereum,1,1,0,0,1,75%,100%,0
258,Y,28-02-2018,10-01-2018,100000000,18,Russia,Cryptocurrency,3.9,4.4,4.4,Bitshares 2.0,4,1,1,2,1,6%,100%,0
259,N,14-04-2018,14-02-2018,72000000,7,Czech Republic,Entertainment,1.9,1,1,Ethereum,1,1,0,0,0,0%,57%,0
260,Y,15-04-2018,01-02-2018,15700000,7,Russia,"Health,Platform",3.7,3.1,2.7,Ethereum,2,1,1,0,1,91%,100%,0
261,Y,01-05-2018,01-04-2018,8800000,5,South Africa,"Cryptocurrency,Investment",2.4,2,3,Ethereum,1,1,1,0,1,60%,100%,0
262,N,24-12-2017,03-11-2017,7000000000,4,Thailand,"Platform,Investment,Business services",2,0,0,Ethereum,1,1,0,1,0,0%,100%,0
263,N,07-12-2017,07-11-2017,67000000,20,Lithuania,"Platform,Business services",3.2,4,3.5,Ethereum,1,1,1,0,1,95%,100%,0
264,Y,01-11-2018,01-12-2018,15,19,Germany,Cryptocurrency,4.6,5,4.6,Ethereum,1,1,1,0,1,56%,89%,0
265,N,12-11-2017,15-10-2017,50000000,13,UK,"Tourism,Platform",2.8,2.8,2.7,Ethereum,1,1,1,0,0,8%,100%,1
266,N,06-10-2017,01-09-2017,44000000,11,UK,"Banking,Cryptocurrency,Investment,Platform,Business services",1.9,0,0,unknown,unknown,1,1,0,0,64%,45%,1
267,Y,30-05-2018,07-04-2018,100000000,16,Turkey,"Internet,Media,Smart Contract",3.9,5,4,Ethereum,1,1,1,0,1,100%,100%,1
268,Y,09-06-2018,25-04-2018,10000000,3,Dubai,Business services,2,0,0,Ethereum,2,1,0,0,0,0%,100%,0
269,N,12-11-2017,31-10-2017,0,7,Japan,"Entertainment,Platform",2.1,0,0,Ethereum,unknown,1,0,0,0,43%,100%,0
270,N,17-12-2017,17-11-2017,21000000,8,Malta,Business services,2.9,2,2,Ethereum,3,1,1,0,0,100%,100%,1
271,N,01-09-2017,01-08-2017,0,3,USA,"Business services,Internet",2.3,0,0,unknown,unknown,1,0,0,0,0%,100%,0
272,Y,31-05-2018,01-03-2018,2500000000,10,United Kingdom,"Banking,Cryptocurrency,Investment",2.9,0,0,Ethereum,4,1,1,0,0,90%,100%,1
273,Y,11-05-2018,02-02-2018,28200000,7,Spain,"Communication,Electronics,Internet,Software",3.5,3.8,2.8,Ethereum,1,1,1,3,1,86%,100%,0
274,N,20-05-2018,20-03-2018,3500000,11,USA,Investment,3.2,3.7,3.3,Ethereum,4,1,1,0,0,91%,100%,1
275,N,31-03-2018,19-01-2018,15000000,6,Curacao,Casino & Gambling,2.1,0,0,Ethereum,unknown,1,0,0,0,17%,100%,0
276,Y,06-06-2018,31-05-2018,504000000,27,Singapore,"Business services,Platform,Software",4.1,3.9,3.6,Ethereum,3,1,1,3,1,100%,100%,1
277,Y,18-02-2018,18-01-2018,92233720,16,USA,"Cryptocurrency,Business services,Retail,Software,Internet",3.4,3.3,3.4,Separate blockchain,4,1,1,2,1,81%,94%,1
278,N,12-02-2018,05-11-2017,0,10,Singapore,"Cryptocurrency,Business services,Software",1.3,2,2,unknown,2,1,0,0,0,0%,0%,0
279,N,19-03-2018,19-02-2018,400000000,2,Czech Republic,"Cryptocurrency,Entertainment,Infrastructure,Platform,Smart Contract,Virtual Reality",1.6,0,0,Ethereum,1,1,0,0,0,50%,100%,1
280,N,04-05-2018,04-04-2018,8000000,14,United States,Investment,2.3,2,1,Ethereum,1,1,1,0,0,0%,100%,0
281,Y,31-05-2017,25-04-2017,150720000,11,Estonia,"Platform,Cryptocurrency",3,0,0,unknown,1,1,1,0,0,45%,100%,1
282,N,17-10-2017,18-09-2017,0,7,Russia,Cryptocurrency,2,0,0,Ethereum,1,0,1,0,0,29%,100%,0
283,Y,12-03-2018,10-12-2017,693000000,37,Russia,"Tourism,Cryptocurrency",3.6,3.9,3.3,Separate blockchain,2,1,1,0,1,43%,100%,0
284,N,10-06-2018,16-04-2018,21750000,13,British Virgin Islands,"Artificial Intelligence,Banking,Cryptocurrency,Investment",3.1,2,2,Ethereum,1,1,1,0,1,0%,100%,0
285,N,15-03-2018,20-01-2018,0,8,South Africa,"Platform,Sports",3,4,5,Ethereum,6,1,1,0,1,100%,100%,0
286,Y,29-10-2017,29-09-2017,500000000,16,USA,"Tourism,Infrastructure,Other",2.3,3.2,2,Ethereum,1,1,1,0,1,6%,100%,0
287,N,31-03-2018,15-12-2017,29750000,11,Latvia,"Business services,Platform",3.3,0,0,Ethereum,5,1,1,0,1,0%,0%,0
288,Y,09-05-2018,27-02-2018,950000000,19,South Africa,"Casino & Gambling,Entertainment",3.6,4,3.9,Ethereum,2,1,1,0,1,68%,100%,0
289,Y,05-11-2017,07-10-2017,80000000,6,Estonia,"Real estate,Tourism",3.3,0,0,Ethereum,2,1,0,0,0,100%,100%,0
290,Y,06-03-2018,06-02-2018,20000000000,23,UK,"Banking,Platform",3.7,3.6,3.8,Ethereum,1,1,1,0,0,96%,100%,1
291,N,07-12-2017,06-11-2017,10000000,4,Singapore,"Platform,Banking,Business services",3,1.7,3.3,Ethereum,5,1,1,0,0,100%,100%,1
292,N,02-01-2018,01-11-2017,0,9,USA,"Business services,Cryptocurrency,Software",2.6,3,3,Ethereum,1,1,1,0,1,89%,100%,0
293,Y,22-02-2018,11-02-2018,240,8,Singapore,"Cryptocurrency,Investment",2.9,0,0,Ethereum,1,1,0,1,1,0%,100%,0
294,Y,07-03-2018,25-01-2018,3500000,32,Estonia,"Banking,Big Data,Cryptocurrency,Investment,Other,Platform,Software",2.4,3.3,3.1,Ethereum,3,1,1,0,0,38%,100%,1
295,N,21-12-2017,21-09-2017,0,12,Estonia,"Entertainment,Casino & Gambling",3.6,0,0,Ethereum,1,1,1,0,1,0%,100%,0
296,Y,31-03-2018,01-03-2018,400000000,18,Cayman Islands,"Internet,Communication",4.1,4.4,3.9,Ethereum,3,1,1,0,0,100%,100%,1
297,Y,22-02-2018,18-12-2017,36000000,10,Ukraine,"Investment,Business services",2.2,1,1,unknown,4,1,1,0,0,60%,100%,1
298,N,10-06-2018,21-05-2018,1900000,4,Perú,Education,4.1,0,0,Ethereum,unknown,1,1,0,1,100%,100%,0
299,Y,31-03-2018,28-02-2018,100000000,12,Mexico,"Platform,Banking",3,3.5,2.7,Ethereum,1,1,1,0,0,100%,100%,1
300,N,10-12-2017,10-11-2017,200000000,8,France,"Real estate,Manufacturing",2.6,2.7,2.7,Ethereum,1,1,1,0,1,100%,100%,0
301,Y,10-05-2018,10-04-2018,230400000,10,Estonia,"Business services,Platform,Smart Contract",4,4.6,3.6,Ethereum,1,1,1,0,1,100%,100%,1
302,N,25-01-2018,11-12-2017,150000000,11,Czech Republic,"Cryptocurrency,Platform,Smart Contract",2.6,0,0,Ethereum,2,1,0,0,1,73%,100%,0
303,N,01-05-2018,01-04-2018,270000000,9,Netherlands,Cryptocurrency,1.8,1.3,1.7,Ethereum,1,1,0,0,0,0%,100%,0
304,N,24-03-2018,24-02-2018,1000000,4,United States,Cryptocurrency,2.4,0,0,"Bitcoin, Scrypt",unknown,1,0,0,0,100%,100%,0
305,Y,30-04-2018,31-01-2018,10000000,5,UK,"Real estate,Tourism",3.4,0,0,Ethereum,1,1,1,0,0,100%,80%,1
306,N,28-08-2017,28-07-2017,0,8,Brazil,Business services,1.9,0,0,unknown,unknown,1,0,0,1,0%,100%,0
307,Y,23-03-2018,16-03-2018,100000000,6,Singapore,"Cryptocurrency,Smart Contract,Software",3.1,4,5,NEO,unknown,1,1,3,1,100%,100%,0
308,N,16-10-2017,02-10-2017,500000,4,Russia,Business services,1.9,3,2,Ethereum,2,1,0,0,0,0%,100%,0
309,Y,21-04-2018,21-03-2018,20271000,21,Czech Republic,"Education,Cryptocurrency,Internet,Infrastructure,Electronics,Communication,Business services,Big Data,Investment,Legal,Media,Other,Platform,Smart Contract,Software",4.2,4.3,4.1,Ethereum,2,1,1,0,1,85%,100%,0
310,Y,09-10-2017,25-09-2017,10000000,14,Russia,"Platform,Banking",2.8,0,0,Ethereum,3,1,1,0,0,0%,100%,0
311,N,30-05-2018,01-05-2018,50000000000,11,Nigeria,"Investment,Health,Entertainment,Education,Charity,Business services,Artificial Intelligence,Platform,Real estate,Retail",3.9,0,0,Ethereum,1,1,1,2,0,100%,100%,1
312,N,14-01-2018,23-12-2017,0,4,USA,"Business services,Platform,Software,Big Data",2.3,0,0,Ethereum,1,1,0,2,1,75%,0%,0
313,Y,30-04-2018,11-03-2018,7000000000,3,UK,Investment,1.8,1,1,Ethereum,1,0,0,0,0,0%,100%,0
314,N,13-04-2018,09-04-2018,35000000,9,Thailand,"Banking,Smart Contract,Software,Tourism",2.4,4,3,Ethereum,unknown,1,1,0,0,100%,100%,0
315,N,20-05-2018,20-03-2018,1,17,New Zealand,"Communication,Cryptocurrency,Infrastructure,Internet,Investment,Platform,Software",2.8,0,0,Ethereum,2,1,0,0,1,59%,100%,0
316,Y,21-03-2018,08-03-2018,24157817,13,Malta,"Artificial Intelligence,Big Data,Investment,Legal,Platform,Software",4.2,4.7,4.1,Ethereum,1,1,1,0,0,100%,100%,1
317,Y,01-06-2018,01-05-2018,750000000,17,Spain,"Platform,Business services,Real estate,Retail",4.5,4.7,4.4,Ethereum,3,1,1,0,1,0%,0%,0
318,N,25-04-2018,12-03-2018,5.50E+11,5,Canada,Sports,2.5,0,0,Ethereum,1,1,0,0,0,80%,100%,0
319,N,01-06-2018,01-02-2018,140000000,8,Cyprus,Tourism,3.2,4,4,Ethereum,1,1,1,0,1,100%,100%,1
320,Y,30-04-2018,15-04-2018,168000000,7,Singapore,"Communication,Cryptocurrency",3.5,2.9,3.2,Ethereum,2,1,1,1,0,100%,100%,0
321,Y,28-04-2017,27-03-2017,101000000,4,Singapore,"Business services,Platform",3.6,4.5,4.2,Ethereum,unknown,1,1,0,0,75%,100%,0
322,N,04-03-2018,11-02-2018,360000000,34,Luxembourg,"Platform,Cryptocurrency,Business services,Internet",2.6,3,3,unknown,unknown,1,0,0,0,88%,100%,1
323,Y,15-12-2017,17-11-2017,27000000,5,France,"Platform,Communication,Cryptocurrency,Entertainment,Business services",2.4,0,0,Ethereum,1,1,1,0,0,100%,100%,1
324,N,30-03-2018,02-01-2018,0,15,Australia,Entertainment,1.8,0,0,Ethereum,unknown,1,1,0,0,0%,100%,0
325,N,22-12-2017,21-11-2017,10000000,7,Lithuania,"Retail,Platform",1.6,0,0,Ethereum,1,0,0,0,0,71%,100%,0
326,N,15-03-2018,10-02-2018,210000000,12,USA,"Cryptocurrency,Business services,Investment",4.5,5,4.8,Ethereum,1,1,1,0,1,100%,100%,0
327,Y,08-06-2018,01-04-2018,254000000,18,Singapore,"Business services,Cryptocurrency,Energy,Infrastructure,Investment,Platform,Smart Contract,Software",3.4,0,0,Ethereum,3,1,1,0,0,83%,100%,0
328,N,11-04-2018,16-03-2018,3038234,7,Netherlands,Investment,2.5,0,0,Ethereum,1,1,1,0,0,100%,100%,0
329,N,19-10-2017,19-07-2017,300000000,4,USA,Retail,1.8,0,0,unknown,1,1,1,0,0,0%,100%,0
330,N,15-10-2017,15-09-2017,298000000,6,Russia,Tourism,1.6,0,0,Ethereum,1,0,0,0,0,0%,100%,0
331,Y,01-06-2018,28-02-2018,500000000,14,UK,Banking,3.1,4,3.6,unknown,unknown,1,1,0,0,93%,100%,0
332,Y,01-04-2018,31-01-2018,256250000,18,UK,"Platform,Business services,Investment",3.6,3.2,3.6,Ethereum,1,1,1,3,1,50%,94%,0
333,N,11-06-2018,14-05-2018,12000000,2,Afghanistan,Health,1.7,2,2.5,Ethereum,1,1,0,0,0,0%,100%,0
334,Y,24-04-2018,25-03-2018,750000000,2,Indonesia,"Energy,Platform,Investment",2.3,0,0,Ethereum,1,1,0,0,0,100%,100%,0
335,Y,13-04-2018,01-03-2018,4,16,Netherlands,"Banking,Platform",3.3,0,0,Ethereum,2,1,0,0,0,94%,88%,0
336,Y,28-02-2018,03-02-2018,9500000,16,Switzerland,Investment,3.5,4.4,3.7,Ethereum,2,1,1,0,1,100%,100%,0
337,Y,29-12-2017,01-12-2017,336600000,21,Lithuania,"Education,Platform",4,4.1,3.5,Ethereum,1,1,1,0,1,67%,100%,0
338,N,18-09-2017,18-08-2017,90000000,18,Singapore,"Platform,Internet,Software",2.1,0,0,Ethereum,1,1,0,0,0,0%,94%,0
339,N,10-06-2018,25-05-2018,250000000,16,Singapore,Platform,3.6,5,3,Ethereum,1,1,1,3,0,100%,100%,0
340,Y,15-04-2018,29-01-2018,350000000,12,Mexico,Health,4.2,4.5,4.7,Ethereum,unknown,1,1,0,1,100%,91%,1
341,N,30-11-2017,01-11-2017,0,7,Romania,Cryptocurrency,1.9,0,0,Ethereum,1,1,0,0,0,100%,86%,0
342,Y,16-02-2018,18-01-2018,100000000,12,France,"Education,Platform",3.5,3.8,3.2,Ethereum,1,1,1,3,1,100%,100%,0
343,N,31-07-2017,14-07-2017,3000000,4,USA,"Banking,Cryptocurrency",1.4,0,0,unknown,unknown,1,1,0,0,0%,0%,0
344,Y,01-04-2018,01-03-2018,200,5,United States,"Cryptocurrency,Education,Health,Media",3,1,1,Ethereum,1,1,0,3,0,40%,100%,0
345,N,15-02-2018,01-12-2017,0,4,USA,"Platform,Cryptocurrency",1.3,0,0,Ethereum,unknown,1,0,0,0,100%,100%,0
346,N,25-03-2018,26-02-2018,1000000000,13,Switzerland,"Platform,Business services",1.8,0,0,Ethereum,2,1,0,0,0,85%,100%,0
347,Y,26-03-2018,14-02-2018,481500000,24,British Virgin Islands,Platform,2.8,2.9,2.6,Ethereum,4,1,1,0,1,83%,100%,1
348,N,31-01-2018,01-01-2018,80000000,5,United Arab Emirates,Platform,2.5,0,0,Ethereum,1,1,0,0,1,100%,100%,0
349,Y,08-02-2018,08-01-2018,600000000,4,USA,"Cryptocurrency,Platform,Entertainment,Internet,Media",3.1,2.3,2.1,Ethereum,1,1,1,0,1,100%,100%,1
350,Y,23-04-2018,26-03-2018,20,6,UK,"Cryptocurrency,Investment",3.1,0,0,Scrypt,4,1,1,3,1,33%,100%,0
351,N,24-10-2017,25-08-2017,1000000000,3,USA,"Platform,Cryptocurrency,Business services,Internet",2.6,0,0,Ethereum,3,1,1,0,0,100%,100%,0
352,N,17-12-2017,12-12-2017,9100000,5,Spain,"Platform,Banking,Investment",2.8,0,0,Waves,unknown,1,0,0,0,100%,100%,0
353,N,25-02-2018,05-02-2018,109923077,8,Gibraltar,"Health,Platform",2.7,3,2.8,Ethereum,1,1,0,0,1,100%,100%,1
354,Y,21-05-2018,20-03-2018,1.00E+11,25,USA,"Big Data,Infrastructure,Internet,Smart Contract",4.2,4.3,4.1,Ethereum,1,1,1,0,1,100%,100%,1
355,N,23-12-2017,01-11-2017,84000000,12,Russia,Business services,3.1,2,4,Ethereum and Waves,3,1,1,2,1,0%,100%,0
356,N,01-06-2018,19-03-2018,8000000,18,Russia,"Art,Media",2.3,1,1,Ethereum,1,1,0,0,1,0%,100%,1
357,N,20-10-2017,18-09-2017,85000000,7,USA,"Education,Internet,Platform,Entertainment",1.6,0,0,Ethereum,1,0,0,0,0,0%,100%,0
358,Y,19-05-2018,03-04-2018,4453135,27,Norway,Investment,4.1,4.5,4.6,Ethereum,1,1,1,0,1,100%,100%,0
359,Y,24-12-2017,24-11-2017,7000000,6,Russia,"Cryptocurrency,Platform,Business services,Retail",2.7,2,3,Ethereum,2,1,0,0,0,100%,100%,0
360,Y,31-05-2018,01-05-2018,50000000,16,Cyprus,"Platform,Other,Investment,Cryptocurrency,Business services,Big Data",4.3,4.4,4.2,Ethereum,5,1,1,2,0,38%,94%,1
361,Y,16-11-2017,19-10-2017,10000000,16,Israel,"Internet,Platform",3,3.4,2.6,Ethereum,1,1,1,3,1,88%,100%,1
362,N,30-10-2017,16-10-2017,72000000,6,Russia,"Business services,Platform",2.7,2.5,3.1,Ethereum,1,1,1,0,0,0%,100%,0
363,Y,15-12-2017,15-11-2017,63000000,8,USA,"Platform,Business services",2.3,0,0,Ethereum,5,1,0,0,0,100%,100%,0
364,N,01-12-2017,01-11-2017,0,5,Israel,Sports,1.9,2.6,2,Waves,3,1,0,0,0,0%,80%,0
365,Y,25-05-2017,19-05-2017,500000000,15,USA,"Platform,Software",2.5,0,0,Ethereum,unknown,1,1,3,1,0%,100%,1
366,N,15-01-2018,01-12-2017,1500000,9,Russia,"Manufacturing,Platform,Business services,Retail,Real estate",1.7,1.7,1,Ethereum,1,1,1,0,0,0%,100%,1
367,N,31-05-2018,01-03-2018,0,4,USA,Investment,1.2,1,1,Ethereum,1,1,0,0,0,0%,100%,1
368,N,30-11-2017,01-11-2017,60000000,9,USA,"Software,Platform",2.4,2.9,3.5,Ethereum,1,1,1,0,0,100%,100%,0
369,Y,15-05-2018,08-01-2018,500000000,17,Belize,"Platform,Business services,Internet",3.1,3,2,Ethereum,2,1,1,3,0,65%,100%,0
370,N,31-12-2017,18-12-2017,7500000,4,Gibraltar,"Platform,Casino & Gambling",2.1,3.2,2.6,Ethereum,1,0,0,0,0,0%,100%,0
371,N,15-05-2018,16-03-2018,4000000,2,Nigeria,"Cryptocurrency,Investment,Smart Contract",2.2,3,3,Ethereum,1,1,1,0,0,0%,100%,1
372,N,17-10-2017,10-10-2017,120000000,13,Slovenia,Business services,2.7,3,3,Ethereum,2,1,1,0,0,92%,92%,1
373,Y,09-03-2018,09-02-2018,6000000000,34,Germany,"Investment,Artificial Intelligence,Banking,Cryptocurrency",3.6,4.1,3,Ethereum,4,1,1,2,1,88%,100%,1
374,N,15-11-2017,15-10-2017,38175000,6,Russia,"Platform,Business services",2.3,2,2,Ethereum,1,1,1,0,0,100%,100%,0
375,Y,28-02-2018,17-02-2018,650000000,21,Estonia,"Sports,Health",4.2,4.7,3.8,Ethereum,1,1,1,2,0,100%,100%,1
376,N,15-04-2018,15-11-2017,34020000,4,USA,Cryptocurrency,2,0,0,unknown,2,1,1,0,0,0%,100%,1
377,Y,31-12-2017,25-11-2017,500000000,16,South Korea,"Cryptocurrency,Business services",3.7,4.2,3.1,Ethereum,1,1,1,0,1,100%,100%,1
